transit_time_days,port_congestion_index,carrier_reliability_score,documentation_completeness,customs_complexity_score,container_value_usd,days_until_eta,historical_dd_rate,route_risk_score,seasonal_risk_factor,risk_composite_score,historical_performance_ratio,route_congestion_product,time_pressure_index,documentation_risk_factor,dd_occurred
35.62818662554703,0.336881608569887,0.6349753897516928,0.682225208061784,0.4805806156641682,8148.481211080564,8.903635127200406,0.4652451850102346,0.7562455749355322,0.793030347991054,0.49705920023412087,0.33955614706972065,0.25476522575814115,0.7500957536576927,0.1527164051522208,0
24.471943983022545,0.2699349387198299,0.37695974962463696,0.8261163317199363,0.37286967798194726,13849.214361050996,2.627467090869846,0.18538672641900084,0.14563773169921904,0.9934979176973173,0.3238537867971768,0.3070764156499994,0.03931271218152371,0.8926334952101617,0.0648359473979071,0
23.022805668532623,0.25169016720446863,0.6979106080753712,0.9640937271317186,0.2995781139812121,40130.91846201111,2.926498539782213,0.14279887093601695,0.5361590011167714,0.8573071720228517,0.35668825167754015,0.5982497612279392,0.13494594863926107,0.8728869720782064,0.010756733505974512,0
23.02304875447745,0.13598258521859796,0.8283768059028541,0.439724875318139,0.3826889509259045,8847.154259161794,7.1452784758705725,0.12005862982937868,0.15984234631750918,0.5791355361568941,0.19960990846544222,0.7289230216037204,0.02173577547966134,0.6896467295852388,0.21441109969438174,0
61.661399371863936,0.2655941883092116,0.875122326824483,0.8933368653053354,0.3941108576180439,50643.12022273505,2.569547807655684,0.2738796109130586,0.6072575808703604,0.9990657624127246,0.3656532369125838,0.6354441644524631,0.16128408428587881,0.9583280977429752,0.0420370994907432,0
41.26452255001466,0.1990277760194166,0.8903242437255269,0.7707813903537477,0.6994504521998702,205412.93789608005,4.3931690409687505,0.19250506019793626,0.19480082113873964,0.8514006353948771,0.27997382084231554,0.7189323215914623,0.03877077419799951,0.8935364141038101,0.1603270601696967,0
19.711400756530786,0.42016131262236056,0.7535193719148909,0.8369998054862269,0.6017038249392782,38215.379054659206,1.5022598109614447,0.2143518496147347,0.42735621937868357,0.9931635191984471,0.42389215020519067,0.5920011008244008,0.17955855009147717,0.9237872625331451,0.09807784050478364,0
36.544096987496516,0.286008901822622,0.4738055864575815,0.8417230265203641,0.6832507908143791,5177.058587525428,8.237514773859127,0.280357568970781,0.3294770246907974,0.6494852007578253,0.42653481882538535,0.3409706040735587,0.0942333620075999,0.774586993443084,0.10814286729766773,0
30.816259367543317,0.2204521908210594,0.6284716519250433,0.9315205133972614,0.20358543392088538,161517.55192307255,2.2140190203785037,0.11320550866267369,0.23301970180363185,0.7022088048356103,0.25106432418657576,0.557325198888798,0.05136970376708061,0.9281541930844994,0.013941425994697998,0
6.036567244638597,0.36418966967346106,0.656795004304268,0.9626296710009413,0.5369612587123708,83305.94901783376,2.8681242700288694,0.36075342090836304,0.22257398110269408,0.8307054368550886,0.35206234611446713,0.41985395966598027,0.08105914465569732,0.5248749572737377,0.02006641889782996,0
13.310979079953096,0.29773765337488384,0.8759734611935218,0.662149021401484,0.4634276694025833,179212.31011031332,9.887465691923348,0.17965807601554776,0.3339128787412819,0.9171536693735837,0.306986001276662,0.7185977545148137,0.0994184369480814,0.25719470877883854,0.1565694916172923,0
32.13451368817027,0.4001449042027947,0.7568149259029897,0.8609918562404862,0.32590580623565796,4286.482763249661,6.747141938650493,0.4525589079373539,0.11792628441068957,0.6893148469230035,0.2692395326505789,0.41431158952564323,0.0471876017785069,0.7900344158270449,0.04530356116526658,0
